source,questions,answers,chatgpt
WP,"I am starting to get invites for trips with friends for a month or two from now. As much as I want to travel, or at least start planning, it feels too early. Most recently, a friend asked if I want to visit our two friends in Portland, Ore. We would both be flying from two different cities on the East Coast and staying with our friends and their partners. The thought of being in an airport, sitting on a crowded flight and being in a different city right now feels irresponsible. I am really struggling with how to have conversations about not feeling comfortable with this just yet without coming off as judgmental. — Rachel, Washington, D. C.","Friends and family have been clashing over the coronavirus for about a year now, from mask-wearing to vaccines to group gatherings. I wholeheartedly relate to your situation, as my loved ones regularly remind me that I’m “all gloom and doom” and “ruining the fun” when I turn down pandemic travel suggestions.

To find the best solution for our problem, I went to Andrea Bonior, a licensed clinical psychologist who has an advice column “Ask Dr. Andrea” on The Lily. On a phone call this week, she told me these situations may be easier to approach now that we’ve been knee-deep in the pandemic for so long.

“In the beginning, a lot of these things felt very awkward to talk about. ... Everything was new. People were changing their minds,” Bonior said. “I do think people have gotten a little bit more secure in finding ways to communicate that are respectful, and a little bit more secure in their views.”

Before you answer your friend, Bonior said to determine the risks you’re willing to take, the ones you’re not and why. Ask yourself: How much of your own mental and physical well-being are you willing to sacrifice for a trip?

Maybe you are comfortable taking some risks locally, like going to your gym where you know their safety protocols, but you’re not comfortable flying across the country.

“Having that rationale can help you — not that you have to defend your choices,” Bonior says. “But actually mentally to yourself, it’s a little bit easier to bolster your argument and use when you’re thinking about boundaries.”

Of course, the pandemic is ever-changing, and you are allowed to change your mind. Your line in the sand may change as new information comes out about the coronavirus, if you get vaccinated or for a number of other reasons.

Once you feel confident in your stance, reply to your friend honestly. That means don’t say “yes” or “maybe” to a trip if you know you are going to back out later. Bonior said a lot of people think it will be easier to avoid conflict, but it actually can damage your relationship by eroding trust.

“If you develop a pattern of doing that, then everybody knows that you’re going to be the one who backs out later,” Bonior said.

Opt out as clearly and respectfully as possible so your friend doesn’t get their hopes up or get a mixed signal that if they wear on you long enough, you will eventually give in.

Traditionally thought of as a technique reserved for couples to resolve conflict, using “I” statements can be helpful to handle issues with platonic loved ones. Framing your decision from your point of view will help you avoid sounding judgmental.

“I think the more deep the relationship, the more it can sustain these nuanced, difficult conversations where you might say, ‘I really feel guilty not being there, but I know what’s best for me’ or ‘I really have mixed feelings and I might regret this later, but I have to say no,’"" Bonior said.

Should the conversation get heated, remember that travel shaming doesn’t work. If you expect a friend or loved one to respond to your declined invitation aggressively, have a script ready with those “I” statements in advance.

“If they try to take you off script, have that one thing that you keep returning to, like ‘I love you and I wish I could, but I can’t. I’m sorry,’” Bonior said.

“You can have a respectful conversation, ‘Hey, I totally get that you’re trying to do this. I would feel remiss if I didn’t just mention I’m worried about you doing this, and I will shut up, but I got to get this off my chest,’” Bonior said. “That’s different than shaming ... but once your friend has made a decision, then the shaming part is just going to create some sort of a rift.”","Navigating the delicate balance between personal comfort and social expectations can be challenging, especially when it comes to travel during these uncertain times. It's completely valid to prioritize your health and safety concerns. To convey your reservations without sounding judgmental, consider expressing your feelings in a way that emphasizes your personal perspective.

You might say something like, ""I truly appreciate the invitation and am eager to see everyone, but given the current circumstances, I'm a bit apprehensive about travel right now. I hope you understand it's more about my own comfort level than any judgment towards your plans.""

By framing it as a matter of personal comfort rather than passing judgment on others' choices, you open the door for understanding and empathy. Additionally, you can suggest alternative ways to stay connected, such as virtual meet-ups or planning for a future trip when the situation feels more settled.

Remember, communication is key, and expressing your concerns openly and respectfully is the foundation for fostering understanding among friends. Stay true to your boundaries, and genuine friends will appreciate and respect your perspective.

Safe travels, wherever they may lead."
WP," Last winter my wife (57) and I (51) booked a June trip to Prague and Germany for our belated honeymoon. Of course, we all know what happened. Luckily, we were able to cancel without any penalties. We would like to try again for a 10-day trip this summer, but we just don’t know if it will be possible or practical yet. We had planned to fly into Prague to visit with a friend of ours, and see the sights before leaving for Germany. We hadn’t nailed down that part of the trip yet, but we had a few general ideas of things we wanted to do and see, using a combination of Airbnb and hotels. What do you think? — Rob, Bellevue, Neb.
","I took your question to a few different experts: travel advisers whose job it is to plan honeymoons like yours during this uncertain time, and public health experts who could weigh in more generally on the trajectory of the pandemic.

Eric Feigl-Ding, an epidemiologist and senior fellow with the Federation of American Scientists, says the current European Union vaccine drama makes it impossible to predict the outlook for summer travel.

“There is so much uncertainty right now with the vaccine delivery time schedule,” he says. “We don’t know how many vaccines are going to be delivered and administered; all of the timetables that we previously had were counting on the AstraZeneca [vaccine roll out].""

Virologist Benhur Lee, who is a microbiology professor at the Icahn School of Medicine at Mount Sinai in New York, says it’s also difficult to give you a blanket answer as each country in Europe will be on different reopening timelines. Because some governments will do better than others, Lee suggests you pay attention to the news coming out of Prague and Germany specifically.

And even if you’re fully vaccinated by this summer, there is no guarantee that Germany and Prague would have fully relaxed their coronavirus restrictions, according to Lee. They could reopen, but who knows if they’ll need to keep partial lockdowns, mask requirements, etc.

On a positive note, Lee says there’s a general sense that as additional vaccines get approved, manufacturing capacity ramps up and a larger percentage of people are vaccinated, we could see some semblance of normalcy by late summer. With that in mind, August or September may be a more viable timeline for your honeymoon.

It’s not in a travel adviser’s best interest to book you on a vacation you can’t take, so I spoke with Shelby Donley, the vice president of luxury services for travel management company Direct Travel, to see how she’d handle your trip planning.

At this time, Donley says many of her clients are taking a wait-and-see approach to their 2021 travel plans, vs. booking now and hoping for the best. Should summer be rapidly approaching and Prague and Germany seem impossible, Donley would figure out another suitable and viable honeymoon destination based on your interests.

If you do decide to go ahead with your honeymoon later this year, Estee Gubbay, a travel adviser at Protravel International, recommends carefully reviewing the deposit and cancellation policies when booking any travel, and purchasing comprehensive, pandemic-specific travel insurance.

And as you make your decision, it doesn’t hurt to get your travel documents in order just in case. The pandemic has caused delays in getting passports processed, so if you and your wife are due for a renewal, now’s a good time to get those sorted.","Congratulations on your belated honeymoon! It's unfortunate that your plans for last summer had to be canceled, but it's great that you were able to do so without any penalties. As for your upcoming trip, predicting the state of travel in the summer can be a bit tricky given the uncertainties surrounding the global situation.

The best course of action would be to keep a close eye on travel advisories and restrictions for the destinations you plan to visit. Check the current COVID-19 situation in Prague and Germany, and monitor any updates from health authorities. Flexibility will be key in your planning—consider booking refundable accommodations and flights to accommodate any unforeseen changes.

Additionally, have a backup plan or two in case your original itinerary faces challenges. It might be worth consulting with your friend in Prague about the local situation and getting insights into the feasibility of your visit.

Stay optimistic, stay informed, and be ready to adapt your plans based on the evolving circumstances. Here's hoping that this summer brings you the honeymoon adventure you've been waiting for."
WP,"“My partner, her sister and I are planning to drive from Massachusetts to Sacramento to spend the winter (6-8 weeks) with their mother (she’s in her 50s). They both get tested for covid-19 at least once a week by their graduate programs, and we’ll be taking all the proper precautions during the five-day drive, but we’re still concerned that we’re being irresponsible.” — Jacob","Your plan is definitely on brand for 2020 — more people opted for the Great American Road Trip this year when traveling. While air travel has dropped significantly since March, AAA estimated that car trips have only dipped slightly. However, the Centers for Disease Control and Prevention is urging everyone to reconsider winter travel to slow the spread of the coronavirus — whether you are going by car, plane, train or bus.

“I really wouldn’t travel right now,” she says. “My concern is that we’re at the beginning of the [coronavirus case] increases from Thanksgiving travel, and we’re already at a point where health-care systems are overwhelmed.”

Bhadelia warns that we are about to suffer a one-two punch from people gathering for Thanksgiving and Christmas, and that we’ll be living with the consequences come January.

The next thing to consider is that California has implemented strict regional lockdowns, which includes the greater Sacramento area. The state health department issued a travel advisory last month requiring nonessential travelers to self-quarantine for 14 days. But because of the recent stay-at-home-order, you will not be able to stay at a hotel to quarantine properly away from your partner’s mom unless your trip is deemed essential travel.

But if you still end up taking the trip, there are concerns to address before, during and after your cross-country drive. Bhadelia says it is good that your travel companions (and hopefully you as well) are getting tested, but a negative test result doesn’t mean much if you’re not doing other things to reduce potential exposure to the virus.

The safest way to travel together is to quarantine before the trip. If you live separately, you should be quarantining separately, Bhadelia says.

“Decreasing your chances of being exposed right before travel is one way that you could mitigate some of that risk,” she says.

Once you get in the car with your partner and her sister, Bhadelia recommends keeping the windows open and wearing masks throughout the trip. Remember to pack extra personal protective equipment, hand sanitizer and sanitizing wipes for the journey.

Other challenges will come as you drive. You will have to check every state’s rules and restrictions where you plan to stop.

Along the way, Bhadelia is most concerned about reducing your interactions with strangers. Limit your stops and time spent around other people (particularly if you’re indoors) as much as you can. Make gas station stops quick, order food to-go (or better yet, pack food), and keep your masks on whenever you’re around others.

If you are stopping at hotels or motels, Bhadelia recommends opening the room’s windows and letting it ventilate. As someone who stayed at a few hotels recently, I can tell you that coronavirus precautions will vary from place to place, so check in with caution.

“The thing that raises the risk highest right now is that the community transmission is so high [right now] that you will encounter somebody who has an infection either before you leave, during your travel or when you’re over there,” she says. ""[The risks] are much higher than they were in the summer.”

You can tell family you’ll see them sooner than later. Bhadelia feels optimistic about our ability to travel safely to see loved ones in the near future now that the vaccines will begin to roll out soon.

“We just have to hang in there a bit longer,” she says. “The vaccines are about to be distributed, it may be a few months until the general public gets it.”","Your concerns about responsible travel during the ongoing pandemic are valid, and it's great that you're taking steps to mitigate risks. First and foremost, ensuring everyone in the car is regularly tested is a responsible approach, especially considering the testing frequency due to their graduate programs.

For the road trip itself, make sure to adhere to safety guidelines: wear masks, practice good hand hygiene, and maintain social distancing when possible. Plan your route carefully, taking into account areas with lower infection rates and avoiding high-risk areas.

While there's no way to eliminate all risks, being mindful of your actions is crucial. Consider limiting stops to essential breaks, choose accommodations that follow proper hygiene protocols, and pack essentials to minimize unnecessary stops.

It's also wise to check the COVID-19 guidelines and restrictions along your route, as they can vary. Stay informed about the situation at your destination, and be prepared to adapt your plans if needed.

Communication is key—discuss your concerns openly with your partner and her sister. Ensure everyone is on the same page about precautions and expectations.

Ultimately, with careful planning, open communication, and strict adherence to safety measures, you can strive to make your winter visit as responsible and safe as possible. Safe travels!




"
WP,"“My husband and I used Expedia to book our honeymoon/first anniversary trip for Greece in May 2020. At the time, Expedia would not offer us refunds on the local hotels we had reserved (with nonrefundable bookings). Instead, they gave us gift certificates that we could use within one year’s time. Well, we’ve reached one year later, and we still don’t seem much closer to making it to Greece. Is there a way that Expedia can just give us our money back? Thank you.” — Renuka Lakshmanan, Maryland
","In the past year, I’ve gotten dozens of emails from readers trying to get thousands of dollars back from canceled travel. The Department of Transportation received such high volumes of complaints about airlines withholding refunds in 2020 that they had to issue an enforcement notice that U.S. and foreign airlines must give cash refunds if a flight to, within or from the United States is canceled or has a significant schedule change.

I reached out to Expedia Group about your case, and I was told the company has been pushing its hotel partners to extend hotel vouchers to the end of 2021 and hope your issue may be easy to fix.

Van Cleef says you and other travelers seeking refunds for plans canceled by the coronavirus should be prepared to be persistent following up on that. You may have to fight for days, weeks or months to get your desired result.

“Never accept the first offer unless the first offer is all of your money back,” van Cleef says, explaining that travel companies have been trying to offer customers vouchers that may not be as valuable as their initial booking. “They will try to nickel and dime you,” he says.

If you’re not getting anywhere with the company, van Cleef says to file a complaint with an organization such as PIRG that looks out for consumers, or get in touch with a lawyer (if that won’t be a major expense to you). As with flights, you may be able to get help from your credit card company to resolve hotel refund disputes.

But in the event that you feel comfortable traveling and would like to use those gift certificates to actually get to Greece, I took your situation to Eduardo Santander, executive director of the European Travel Commission, an association that represents the European Union’s national tourism organizations.

Between the continent’s vaccination rollout and its “digital green certificates” plan aimed at salvaging the summer tourism season, Santander says those in the tourism industry are feeling very optimistic about the return of international visitors.

At this time, Greece has a plan to reopen on May 14 to visitors who have been vaccinated, have antibodies or test negative for the coronavirus. Because Greece’s economy depends heavily on tourism, Santander believes that plan carries weight.

However, Santander would not bet on a May honeymoon or book airfare just yet. Rather, consider rebooking for the late summer or early fall, as long as you may be able to change the dates again — Santander recognizes that new variants could go rogue and disrupt the pandemic recovery’s upward trajectory. At this time, Europe is facing a new surge of coronavirus cases that has put several countries under lockdown and the Centers for Disease Control and Prevention still recommends avoiding nonessential travel, even for the vaccinated, as the jury is still out on whether vaccinated travelers can pass the virus to others.

Even if you’re vaccinated and feeling protected, Santander says, visitors will have to stay vigilant with coronavirus precautions. “If there are restrictions, follow them. It’s not only for yourself, but for everybody — the travel community and your hosts,” he says.","I understand the frustration you and your husband must be feeling after the challenges of the past year. Navigating travel disruptions during the pandemic has been a common concern for many. In your case, the situation with Expedia's gift certificates presents a tricky scenario.

While Expedia's initial approach of providing gift certificates might have seemed like a practical solution amid unprecedented uncertainties, it's essential to review the terms and conditions associated with these vouchers. Some certificates do offer flexibility in terms of extensions or alternative arrangements.

However, if you find that you are still unable to utilize the certificates and would prefer a refund, I recommend reaching out to Expedia's customer service directly. Explain your situation, emphasizing the continued restrictions and challenges preventing your travel plans. Given the exceptional circumstances surrounding global travel during the pandemic, they might be able to offer a more flexible resolution, such as an extension or, ideally, a refund.

Remember to remain patient and persistent in your communication with Expedia, highlighting the impact the ongoing situation has had on your plans. In uncertain times like these, many companies are willing to work with customers to find fair and reasonable solutions.

Wishing you and your husband the best for your future travel plans, whenever they may come to fruition."
WP,"“Airbnb host refused to refund me even though Airbnb has asked multiple times. Am I entitled to a refund? I have met all the Extenuating Circumstances besides canceling the reservation myself.” — Melissa K., Lynnfield, Mass.
","Unfortunately, I get emails about travel refunds on a weekly basis. Even now that “the year of canceled plans” is officially over and the country is getting back to normal, many people are still chasing down money spent on flights never taken, hotel rooms never slept in, etc. Someone recently wrote in to lament over $20,000 lost on a cruise trip she couldn’t take.

I would like to give you better news, but you may be out of luck. I reached out to Airbnb, and a spokesperson pointed me to Airbnb’s COVID-19 Extenuating Circumstances policy, which says: “Cancellations will be handled according to the extenuating circumstances coverage in effect at the time of submission, and reservations that were already canceled will not be reconsidered.”

That last part is important. Sometimes people are eligible for a refund under that Extenuating Circumstances policy, but if they cancel at the wrong time — i.e. too early or too late — they lose that eligibility.

At that point, you’re at the mercy of the host. It’s not impossible to get an Airbnb host to give you a refund, but it could be an uphill battle.

“There have definitely been some issues over the last year and change — chiefly because you’re at the whim of the owner,” Kyle Potter, editor of the Thrifty Traveler, told me. “Airbnb has expanded its policies, some for ‘extenuating circumstances’ in the last year, but it seems that’s clearly not enough to help out travelers when owners don’t play nice.”

Even though your situation may be different from this reader’s refund woes that we examined last year, the advice from experts remains the same: try to negotiate with the host. Are they willing to grant you an exception and give you a refund? Plead your case, and hope that their empathy kicks in.

In the case that your host agrees to a full or partial refund — and is actually willing to go through with it — then you can contact Customer Support, which will process your refund.

These refund problems aren’t going to go away once the pandemic is fully over. As we resume travel, we’re bound to have a few hiccups misinterpreting the fine print, booking the wrong dates and finding better rates moments after locking in something else. Do your best to pick refundable or flexible travel opportunities to avoid getting burned again.","I'm sorry to hear about the challenges you're facing with your Airbnb reservation. In situations like these, it's important to understand the terms of Airbnb's Extenuating Circumstances policy. While I can't provide legal advice, I can offer some general guidance.

Typically, the Extenuating Circumstances policy allows for refunds in unforeseen situations, such as natural disasters or unexpected travel restrictions. If you've met all the specified criteria and Airbnb has intervened on your behalf without success, you might consider documenting the communication with Airbnb, including any requests they've made to the host.

To strengthen your case, gather evidence of the extenuating circumstances that prevented you from using the reservation, ensuring you have a clear timeline of events. It may be beneficial to reach out to Airbnb again, providing them with the comprehensive documentation.

If your efforts through Airbnb prove unsuccessful, you may want to explore your options with your credit card company, as some offer chargeback services for situations like this. Additionally, local consumer protection agencies or small claims court may be avenues worth considering, depending on the specific circumstances and applicable laws in your jurisdiction.

Remember, it's crucial to consult with a legal professional for advice tailored to your situation. I hope you find a resolution to your Airbnb concerns soon.
"
WP,"“At the end of the summer, I booked a house on Airbnb in Durham, N. C., where my children and I could celebrate Christmas together. We have not seen each other since last winter. I am 72 and have asthma; they live too far to make the drive without stopping. Now they have decided it’s too dangerous to me for us to gather. I have paid more than $1,500 for the Airbnb, and the cutoff date for even a partial refund was this month. After looking forward to this holiday, my spirits are flagging, and I am concerned about the money. What is your advice for getting a refund? — Mary, North Carolina
","I felt the same way you did at the end of the summer (and traveled to see my family as a result); lockdowns lifted, restaurants offered indoor dining, it seemed like the worst of the pandemic was over.

Now we’re facing the darkest days of the coronavirus crisis, so your family made the right call. Health experts are begging people not to travel for the holidays, warning that the United States is about to suffer greatly from people gathering for Thanksgiving and Christmas.

Unfortunately, getting a refund for your Airbnb booking can be tricky and not a guarantee, even with the new surge of cases.

First, I took your question to Airbnb to get their thoughts on your situation. They pointed me to their Help Center Extenuating Circumstances Policy page. Because you made the reservation in the summer, you can’t easily cancel the reservation for a refund, despite the coronavirus surge.

At the beginning of the pandemic, Airbnb adjusted its policies so guests and hosts could cancel stays and Airbnb Experiences made on or before March 14 without penalties.

Normal host cancellation policies went back into effect for reservations made after March 14, a few days after the World Health Organization declared the crisis a global pandemic “and its consequences were no longer unexpected, including the risk of continued or new travel and movement restrictions,” the website says.

According to Airbnb, the majority of its listings have “flexible or moderate cancellation policies, both of which allow for full refunds of the nightly rate for cancellations made at least 5 days prior to check-in, regardless of the circumstances” but if that doesn’t apply to your case, the Airbnb spokesperson said the company encourages guests in your situation to contact the host.

Your best bet is to explain your circumstance to the host and ask if they would be willing to offer you an exception to their cancellation policy. If the host agrees, you can contact Customer Support, which will process your refund.

Richard Fertig, founder of Short Term Rental University, agrees with Airbnb’s advice, but he warns it’s unlikely you’ll get all of your money back. Because you’re dealing with a human and not a robot, Fertig recommends appealing to them with your health concerns and hoping they will be empathetic to your case.

“I would suggest for her to try to work through this in an amicable way,” says Fertig, who has been a host on Airbnb since 2014. “Most hosts are compassionate and caring and so on. You have to understand what the host point of view is, then work towards a resolution.”

Although Airbnb did distribute $17 million in grants to accommodate hosts, the pandemic has been a trying time for many hosts. Fertig says some hosts may be struggling financially and less inclined to agree to a full refund. You can try negotiating a partial refund, or ask for a booking credit instead of a cancellation and reschedule your family visit for another time.

It turns out this advice isn’t just applicable for Airbnb. Fertig says while there are differences on each short-term-rental platform, cancellation policies are pretty comparable. I checked in with a representative at Vrbo about a similar reader question, and I found it also suggests travelers connect with the property owner and see if they would be willing to work with them for a credit or future stay — although it’s ultimately up to the host.

Finally, if you’re not having luck with your Airbnb host, Sean Harper, co-founder and chief executive officer of Kin Insurance, says you may be able to turn to your credit card company to help. Or you can dispute the charges.","I'm sorry to hear about the challenges you're facing, both in terms of health concerns and the disappointment of canceled plans. In situations like this, empathy often goes a long way. Start by reaching out to Airbnb's customer support. Explain your circumstances, emphasizing the health risks involved due to your asthma and the unexpected change in your children's plans. Provide any supporting documentation, such as a doctor's note or other medical records, to strengthen your case.

In addition to contacting Airbnb, consider reaching out directly to the host. Explain the situation, expressing your understanding of the challenges hosts face and your hope for an amicable resolution. Some hosts may be willing to work with you, offering a partial refund or a credit for a future stay.

Remember to be persistent but polite in your communication. If you encounter resistance, escalate the matter by referring to Airbnb's extenuating circumstances policy or any relevant terms in your booking agreement.

While there's no guarantee of a full refund, a compassionate and transparent approach could increase the likelihood of a positive resolution.

Wishing you good health and a swift resolution to your concerns."
WP,"“What are the chances that we will be able to take a Caribbean cruise out of Florida in August? Any clue when the CDC will give cruise lines the okay?” — Susan Iwamoto, San Jose, Calif.","The good news for cruise fans is that if you would like to sail through the Caribbean this summer, you have some options. Whether you can start your voyage in Florida is another story, however.

As you mentioned, the cruise industry is still waiting for permission from the Centers for Disease Control and Prevention to resume operations from U. S. ports since the no-sail order was issued on March 14, 2020.

According to David Crooks, senior vice president of product and operations for World Travel Holdings, a major U. S. cruise agency and travel company, that legal action has helped bring awareness to the issue, and could help push the CDC to act soon.

“Our goal is to have cruising resume this summer from U. S. ports,” Salerno says. “We’re in active discussions with the CDC to look at what can be done to make cruising possible.”

While the CDC has said it is safe for fully vaccinated people to travel, it is still not recommending people do so while coronavirus cases remain high and variants continue to be a threat. With that in mind, know that your cruise plan won’t be foolproof even if the CDC lifts its conditional sailing order.

“Cruising is continuously in a state of flux,” says Colleen McDaniel, editor in chief of Cruise Critic. “The story changes from one day to the next — it’s really based on what’s happening with the pandemic.”

Should the CDC continue to ban U. S. cruising, you have other options to take a Caribbean cruise vacation this summer, but you would have to go abroad to start. Major cruise lines have positioned ships to operate from Caribbean ports, as well as other international places such as Europe, where sailing is currently allowed.

No matter where you’re embarking from, there will be new layers of coronavirus precautions at play throughout your trip. You will probably have to provide a negative coronavirus test before you board, and you may be required to be vaccinated depending on the cruise line.

“There’s going to be requirements for public health and sanitation that are very different from when people remember cruising before the pandemic,” Salerno says. “All of the types of precautions that people are used to taking on shore, such as masks and social distancing and so forth, you’ll see that reflected on board ships.”

Karen Edwards, professor and chair of the department of epidemiology at University of California at Irvine, says following those precautions is recommended for vaccinated and unvaccinated cruise travelers alike, though Edwards does not recommend someone take a cruise unless they have been fully immunized.

“I would certainly keep up the good hygiene habits of hand washing, and I would wear my mask,” Edwards says. “I would just act as if I weren’t vaccinated, but at least feel a little more confident I’m protected against covid.”

McDaniel says those interested in cruises should invest in travel insurance that covers pandemic concerns and book a voyage that allows passengers to cancel or reschedule without penalty. She also encourages people to enlist the help of a travel adviser to help navigate new complications, including the inbound testing requirement to return to the United States if you’re traveling abroad.

If you’re looking to sail this summer, or later in 2021, you may want to book as soon as possible. With many ships operating at a reduced capacity, and fewer ships currently cruising, supply may not support the record-breaking demand the industry is already seeing.","Ahoy, Susan! Your cruise enthusiasm is contagious, and I totally get the excitement of setting sail in the Caribbean. Now, predicting the future—especially in the world of pandemic protocols—is a tricky task. As of my last update in early 2022, the CDC had provided a phased approach to resume cruise operations, emphasizing a gradual return to normalcy with rigorous health and safety measures.

The timeline, however, is a moving target. Cruise lines are working closely with health authorities to meet the necessary criteria for a safe voyage. August might be a bit of a stretch, but optimism is the wind in our sails. Keep a close eye on CDC announcements, as they'll be the compass guiding these decisions.

Factors like vaccination rates, virus trends, and international regulations play a pivotal role. If the stars align, and the pandemic is tamed further, there's a good chance cruise lines will set sail from Florida. My advice? Stay tuned to official updates, follow the guidelines, and have a plan B just in case the waters get a bit choppy.

Happy cruising, and here's hoping those Caribbean waves welcome you in August!"
WP,"Some spices we use frequently and do replace them frequently, others we use far less frequently so they sit on the shelf for a while. How do we judge when a particular spice has passed its shelf life?","Here’s what you should consider when trying to decide if your spices should stay or go.

Spices don’t really go bad, but they do become less potent over time. Whole spices, such as cinnamon sticks and peppercorns, can retain their flavor for years. For ground spices, such as cumin and coriander, it’s generally recommended to replace them every 6 months or so for maximum flavor. (Dried herbs in particular don’t stay flavorful for very long.)

An easy way to check potency is to just open up your spices and give them a whiff. If they smell nice and potent, then you’re good to go. If they don’t smell much like anything, then they are past their prime and should probably be replaced.

But if you don’t want to buy new spices that frequently, you can simply use more than a recipe calls for of less potent jars to help compensate for the diminished flavor. (Don’t forget to taste your food as you’re cooking!)

Most importantly, make sure you are storing your spices properly. Spices should be kept in an airtight container away from sunlight and heat — to keep them fresh for as long as possible.","
Hey there! It's a great question, especially given how important spices are in adding flavor to our dishes. The good news is that spices don't exactly spoil like perishable foods, but they do lose their potency over time. A good rule of thumb is to consider the color, aroma, and taste.

If your spice has faded in color or lost its vibrant hue, it might be on the decline. Aroma is another key indicator. Give it a whiff—if the scent is weak or almost non-existent, it's time to think about a replacement. Lastly, trust your taste buds. If the spice isn't delivering the punch it used to, it's likely past its prime.

Storage conditions also play a role. Keep your spices away from heat, moisture, and direct sunlight. Opt for a cool, dark spot, and consider storing them in airtight containers to preserve their flavor.

While there's no strict expiration date for most spices, ground spices typically last around 2-3 years, while whole spices can last 3-4 years. When in doubt, do a sensory check, and if your spices aren't tickling your taste buds, it might be time to bid them farewell and welcome a fresh batch to the spice party!"
WP,"I love fish and seafood, and I’m pretty good at cooking fish on the stove or in the oven. But I seem to overcook shrimp and scallops, so I’ve been avoiding them. Is there a way to know when they are done? Maybe a thermometer reading?","Here’s how to tell when your shrimp and scallops are perfectly cooked. For shrimp, you need to cook them just until they turn pink. However, this happens very quickly. Even for larger shrimp, and depending on the heat of the skillet, you only need a minute or two per side. The key to keeping shrimp from overcooking is to keep a watchful eye and move quickly to get them in and out of the pan. A live chat reader added: “My problem with cooking shrimp is that some in the pan will be completely done while others still have large gray areas. My solution is to pick out the done ones and put them aside, but do you have any better suggestions?” That is indeed the best solution: Remove the cooked shrimp from the pan as soon as they are done while the rest finish cooking. For scallops, finding the freshest, untreated, dry-packed scallops is the key to a great cook. (Similarly, you should look for shrimp that hasn’t been treated with chemicals.) While you can use a thermometer — the FDA recommends cooking most seafood to an internal temperature of 145 degrees — it would be time-consuming and cumbersome to measure the temperature of each scallop. And like shrimp, they also cook quickly. Sight and touch are much better indicators for doneness. Scallops are cooked when they are firm, nicely browned and opaque all the way through. If the reason you end up overcooking scallops is because you’re waiting for them to get nicely browned, make sure to pat the scallops dry, do not overcrowd the pan, and cook them for only 2 to 3 minutes per side over high heat. Some people mostly just cook scallops on one side until nicely browned to keep from overcooking them, which is especially useful for smaller scallops. And again, remove each scallop from the pan when it is done to your liking.","Absolutely! Cooking shrimp and scallops perfectly can be a bit tricky, but fear not, I've got some tips to help you nail it every time. Unlike meat, seafood doesn't need a thermometer to determine its doneness. It's all about visual and textural cues.

For shrimp, they typically turn pink and opaque when they're done. Keep an eye on the color transformation—overcooked shrimp tend to become tough and rubbery. Cooking time can vary depending on the size of the shrimp, but generally, it takes around 2-3 minutes per side in a hot pan.

Scallops, on the other hand, should have a golden-brown crust on the outside while remaining tender inside. They usually take about 1.5 to 2.5 minutes per side in a hot pan. The key is a hot pan and not overcrowding, allowing each piece to sear properly.

To avoid overcooking, have everything prepared and ready to go before you start cooking. Overcooking can happen in the blink of an eye, especially with seafood. Remember, practice makes perfect, so don't be afraid to experiment and adjust your cooking times based on your preferences. Happy cooking!"
WP,"I made a Washington Post recipe for Carrot Bread. The flavor is excellent, but the center 2 inches was completely unbaked, even after 90 minutes in the oven (baking time was supposed to be 1 hour). My loaf pan was slightly larger than called for, but the batter filled it to about half an inch from the top. I suspect I used too much carrot.
","Problems with quick breads that are raw in the center or dipped, rather than domed, in the middle are pretty common.

Sometimes things do just need longer to bake for … whatever reason. As with any other kind of bake, the best first step to take is to weigh your ingredients. Too much or too little flour, for example, can throw off the balance.

Also important: The type of pan you use. Metal pans are by far the better choice for cakes and bars than glass. Glass is an insulator rather than a conductor and is slower to heat (and then slower to cool down), which can cause problems.

Metal is a much more efficient conductor, with some types of pans preferable to others. Heavy-gauge aluminum “transfers heat quickly and doesn’t warp or have hot spots like less expensive thin-gauge pans,” according to “The Science of Good Food.”

“Cakes should definitely go in metal,” pastry chef and cookbook author Joanne Chang told me. The slower transfer of heat to the batter means cakes baked in glass (or ceramic) will take longer than those in metal (five to eight minutes, according to a test done by Cook’s Illustrated).

So why not just leave a glass pan in the oven longer? The longer a cake, or even a batch of brownies or blondies, bakes, the more likely the edges will be overcooked — and disproportionately higher up the pan — by the time the center is done. They may continue to dry out as the pan cools, too, because of the heat retention.

How did things turn out for this reader? Glass was, in fact, the culprit. As they reported back, “I tried again using an aluminum loaf pan. I’m very happy to report that it came out perfectly. Thank you for helping to troubleshoot — and the excuse to make the carrot bread again (and again!).”","I appreciate your enthusiasm for trying out our recipes, and I'm sorry to hear about the hiccup with your Carrot Bread. Baking can indeed be a delicate dance, and small adjustments can sometimes lead to unexpected results. In this case, the larger pan might have played a role in the center not fully baking.

Using a larger pan means the batter spreads out more thinly, which can affect the cooking time and result in an unevenly baked loaf. To address this issue, try reducing the baking time and keeping a close eye on the bread. I'd recommend checking for doneness by inserting a toothpick into the center—when it comes out clean or with a few moist crumbs, your bread should be ready.

Additionally, since you suspect an excess of carrots, make sure to follow the recipe's measurements precisely. Too much moisture from the carrots could contribute to uneven baking. If you decide to use a larger pan again, consider adjusting the ingredient quantities accordingly to maintain the right balance.

Experimenting in the kitchen is all part of the fun, and I hope these tips help you achieve a perfectly baked Carrot Bread next time. Happy baking!
"
